order_id,region,product,price,quantity,revenue
157,US,Monitor,1262,2,2524
158,India,Monitor,1255,3,3765
159,India,Monitor,810,4,3240
160,EU,Tablet,457,1,457
161,EU,Laptop,1338,1,1338
162,India,Phone,319,1,319
163,India,Laptop,558,4,2232
164,India,Monitor,531,3,1593
165,India,Phone,215,4,860
166,EU,Monitor,1267,4,5068
167,US,Phone,999,1,999
168,US,Phone,1187,2,2374
169,India,Tablet,647,3,1941
170,US,Tablet,1007,3,3021
171,US,Phone,313,4,1252
172,US,Tablet,1403,4,5612
173,EU,Monitor,818,4,3272
174,EU,Laptop,284,4,1136
175,EU,Phone,934,1,934
176,India,Phone,596,2,1192
177,EU,Tablet,1219,4,4876
178,US,Monitor,521,1,521
179,EU,Tablet,1216,3,3648
180,India,Tablet,1438,1,1438
181,EU,Monitor,1272,3,3816
182,US,Monitor,876,3,2628
183,India,Phone,488,1,488
184,EU,Monitor,616,1,616
185,India,Tablet,1186,3,3558
186,India,Phone,332,1,332
187,US,Phone,1098,4,4392
188,India,Tablet,829,4,3316
189,US,Phone,375,4,1500
190,US,Monitor,1011,1,1011
191,EU,Laptop,644,2,1288
192,India,Monitor,1023,1,1023
193,India,Phone,1092,1,1092
194,India,Tablet,1356,2,2712
195,EU,Tablet,905,3,2715
196,US,Phone,433,1,433
197,India,Phone,1449,4,5796
198,US,Monitor,288,4,1152
199,India,Tablet,1012,4,4048
200,EU,Monitor,824,4,3296
201,India,Laptop,276,4,1104
202,EU,Monitor,1426,1,1426
203,India,Monitor,1366,2,2732
204,EU,Tablet,1275,1,1275
205,India,Monitor,1010,3,3030
206,US,Phone,704,3,2112
207,EU,Tablet,740,1,740
208,EU,Tablet,1369,2,2738
209,US,Phone,1073,2,2146
210,EU,Tablet,445,4,1780
211,US,Laptop,968,3,2904
212,EU,Phone,215,4,860
213,EU,Laptop,674,2,1348
214,India,Phone,941,2,1882
215,EU,Tablet,294,2,588
216,US,Tablet,1268,3,3804
217,US,Laptop,549,1,549
218,US,Phone,1437,1,1437
219,India,Phone,567,4,2268
220,EU,Laptop,646,4,2584
221,US,Tablet,621,4,2484
222,India,Monitor,832,3,2496
223,EU,Tablet,1175,3,3525
224,US,Tablet,406,3,1218
225,EU,Monitor,1222,4,4888
226,US,Laptop,289,3,867
227,EU,Tablet,257,4,1028
228,India,Tablet,448,1,448
229,India,Monitor,999,2,1998
230,US,Phone,1460,4,5840
231,India,Phone,322,4,1288
232,EU,Phone,253,1,253
233,US,Monitor,518,3,1554
234,EU,Phone,633,2,1266
235,India,Phone,1435,2,2870
236,EU,Monitor,791,1,791
237,India,Tablet,700,1,700
238,India,Phone,440,3,1320
239,US,Laptop,1405,2,2810
240,India,Laptop,1409,1,1409
241,US,Tablet,1224,2,2448
242,India,Tablet,1193,3,3579
243,US,Laptop,1316,1,1316
244,India,Phone,801,2,1602
245,India,Phone,725,3,2175
246,US,Monitor,201,1,201
247,EU,Monitor,1430,1,1430
248,India,Monitor,1093,3,3279
249,EU,Laptop,374,4,1496
250,US,Phone,269,4,1076
251,US,Monitor,848,3,2544
252,India,Tablet,666,1,666
253,US,Tablet,1001,2,2002
254,US,Monitor,654,1,654
255,India,Laptop,744,2,1488
256,US,Monitor,1136,3,3408
257,EU,Monitor,950,4,3800
258,US,Tablet,377,1,377
259,US,Monitor,726,4,2904
260,India,Monitor,1380,1,1380
261,EU,Tablet,502,4,2008
262,US,Laptop,820,3,2460
263,US,Phone,277,2,554
264,EU,Phone,718,4,2872
265,EU,Phone,284,3,852
266,India,Laptop,355,4,1420
267,India,Phone,437,1,437
268,India,Tablet,1297,2,2594
269,India,Phone,1323,3,3969
270,India,Tablet,855,3,2565
271,US,Monitor,462,2,924
272,US,Monitor,767,2,1534
273,US,Monitor,552,4,2208
274,EU,Tablet,447,1,447
275,India,Phone,1333,3,3999
276,India,Laptop,1001,4,4004
277,India,Laptop,672,2,1344
278,EU,Monitor,911,1,911
279,US,Tablet,1483,4,5932
280,US,Laptop,1255,4,5020
281,US,Phone,1124,3,3372
282,India,Tablet,1063,1,1063
283,EU,Tablet,558,2,1116
284,India,Monitor,1386,2,2772
285,India,Laptop,1102,1,1102
286,EU,Tablet,621,3,1863
287,US,Monitor,973,3,2919
288,India,Phone,264,4,1056
289,India,Phone,402,3,1206
290,India,Phone,322,3,966
291,EU,Laptop,216,3,648
292,US,Laptop,1233,3,3699
293,EU,Tablet,1399,4,5596
294,US,Monitor,414,3,1242
295,India,Monitor,515,3,1545
296,India,Laptop,802,2,1604
297,EU,Tablet,829,2,1658
298,India,Monitor,1350,4,5400
299,US,Monitor,698,3,2094
300,US,Phone,1287,2,2574
301,India,Laptop,858,2,1716
302,EU,Laptop,1314,3,3942
303,US,Laptop,1264,3,3792
304,EU,Tablet,742,2,1484
305,India,Monitor,561,4,2244
306,US,Phone,830,3,2490
307,US,Laptop,1098,1,1098
308,India,Tablet,1368,3,4104
309,US,Phone,591,1,591
310,US,Laptop,984,1,984
311,India,Phone,1129,3,3387
312,EU,Tablet,510,3,1530
313,US,Laptop,688,1,688
314,US,Phone,1267,4,5068
315,US,Tablet,869,1,869
316,India,Tablet,326,3,978
317,EU,Phone,1058,4,4232
318,EU,Laptop,866,2,1732
319,EU,Phone,944,3,2832
320,EU,Monitor,383,3,1149
321,US,Monitor,687,3,2061
322,US,Phone,261,3,783
323,India,Tablet,1030,4,4120
324,EU,Tablet,696,4,2784
325,EU,Tablet,845,1,845
326,US,Laptop,977,4,3908
327,US,Phone,369,2,738
328,US,Tablet,530,3,1590
329,US,Phone,850,1,850
330,India,Laptop,249,1,249
331,India,Tablet,848,4,3392
332,India,Tablet,1048,2,2096
333,US,Phone,1468,4,5872
334,EU,Tablet,1053,1,1053
335,India,Monitor,1048,1,1048
336,EU,Monitor,1044,4,4176
337,EU,Monitor,1408,1,1408
338,US,Tablet,715,3,2145
339,US,Laptop,1295,4,5180
340,EU,Phone,405,3,1215
341,India,Tablet,1268,1,1268
342,US,Monitor,200,1,200
343,India,Laptop,1086,4,4344
344,India,Phone,858,2,1716
345,EU,Tablet,451,1,451
346,US,Tablet,699,3,2097
347,EU,Monitor,1408,4,5632
348,EU,Phone,1051,2,2102
349,US,Laptop,1002,2,2004
350,US,Tablet,607,3,1821
351,India,Monitor,1047,3,3141
352,US,Tablet,1450,2,2900
353,US,Monitor,874,2,1748
354,India,Phone,1289,1,1289
355,EU,Tablet,236,3,708
356,EU,Laptop,663,3,1989
357,US,Laptop,1229,4,4916
358,EU,Monitor,1365,3,4095
359,US,Monitor,585,2,1170
360,EU,Tablet,604,3,1812
361,EU,Monitor,513,4,2052
362,EU,Laptop,1174,1,1174
363,US,Laptop,1106,3,3318
364,EU,Phone,528,1,528
365,US,Phone,440,2,880
366,India,Tablet,842,4,3368
367,India,Monitor,241,2,482
368,US,Tablet,1152,1,1152
369,US,Phone,945,1,945
370,EU,Tablet,598,3,1794
371,India,Phone,879,1,879
372,India,Laptop,480,1,480
373,India,Monitor,628,1,628
374,India,Monitor,447,1,447
375,EU,Laptop,1317,2,2634
376,US,Tablet,314,3,942
377,EU,Laptop,325,2,650
378,EU,Monitor,442,3,1326
379,India,Monitor,721,2,1442
380,US,Monitor,696,3,2088
381,US,Phone,1471,1,1471
382,EU,Phone,460,3,1380
383,EU,Tablet,1306,1,1306
384,US,Laptop,860,2,1720
385,US,Tablet,434,1,434
386,US,Laptop,472,2,944
387,US,Tablet,484,3,1452
388,EU,Tablet,964,1,964
389,EU,Monitor,1311,1,1311
390,US,Tablet,1338,1,1338
391,EU,Phone,1383,3,4149
392,US,Phone,1313,4,5252
393,India,Monitor,1446,1,1446
394,India,Laptop,878,2,1756
395,EU,Phone,624,2,1248
396,EU,Monitor,741,4,2964
397,US,Monitor,1300,1,1300
398,US,Monitor,1305,4,5220
399,US,Monitor,967,2,1934
400,US,Phone,960,4,3840
401,EU,Phone,216,1,216
402,EU,Tablet,392,2,784
403,US,Laptop,1324,1,1324
404,EU,Laptop,514,2,1028
405,India,Tablet,206,1,206
406,India,Laptop,650,2,1300
407,India,Monitor,503,1,503
408,US,Monitor,880,4,3520
409,EU,Phone,811,2,1622
410,US,Phone,1417,4,5668
411,US,Phone,657,2,1314
412,US,Monitor,1171,1,1171
413,US,Laptop,1445,2,2890
414,US,Monitor,473,1,473
415,US,Laptop,698,1,698
416,EU,Laptop,246,3,738
417,EU,Laptop,1137,2,2274
418,US,Phone,844,4,3376
419,US,Phone,780,3,2340
420,India,Phone,1055,3,3165
421,EU,Monitor,347,4,1388
422,EU,Phone,1131,2,2262
423,EU,Tablet,1419,3,4257
424,India,Tablet,867,3,2601
425,India,Phone,864,2,1728
426,US,Phone,827,2,1654
427,EU,Phone,824,3,2472
428,EU,Phone,619,2,1238
429,US,Tablet,1375,4,5500
430,EU,Monitor,1090,4,4360
431,US,Phone,371,1,371
432,EU,Monitor,824,2,1648
433,EU,Tablet,1392,1,1392
434,US,Tablet,653,1,653
435,India,Laptop,1429,3,4287
436,US,Phone,1323,4,5292
437,India,Monitor,692,2,1384
438,EU,Laptop,260,1,260
439,US,Phone,452,2,904
440,India,Laptop,665,4,2660
441,EU,Phone,1417,1,1417
442,US,Monitor,712,4,2848
443,US,Laptop,1213,4,4852
444,India,Phone,729,1,729
445,India,Phone,1475,1,1475
446,India,Monitor,359,1,359
447,US,Monitor,473,1,473
448,EU,Tablet,693,4,2772
449,India,Monitor,580,4,2320
450,US,Phone,1150,2,2300
451,EU,Laptop,1279,1,1279
452,EU,Monitor,414,1,414
453,India,Laptop,997,4,3988
454,US,Tablet,748,3,2244
455,India,Phone,328,1,328
456,India,Monitor,988,3,2964
457,US,Monitor,1118,3,3354
458,India,Monitor,1014,4,4056
459,EU,Monitor,1280,3,3840
460,US,Tablet,1440,1,1440
461,EU,Phone,472,3,1416
462,US,Monitor,938,2,1876
463,EU,Laptop,659,1,659
464,India,Phone,204,1,204
465,US,Phone,1165,2,2330
466,EU,Monitor,327,1,327
467,US,Tablet,1331,4,5324
468,India,Monitor,729,1,729
469,US,Laptop,1359,4,5436
470,EU,Phone,269,4,1076
471,EU,Tablet,1406,2,2812
472,EU,Monitor,662,3,1986
473,India,Tablet,1050,1,1050
474,India,Phone,1144,2,2288
475,India,Phone,606,1,606
476,EU,Phone,1161,2,2322
477,EU,Tablet,969,1,969
478,US,Tablet,276,2,552
479,India,Tablet,1345,1,1345
480,US,Monitor,1056,1,1056
481,US,Laptop,1470,2,2940
482,EU,Monitor,504,1,504
483,US,Phone,1137,2,2274
484,EU,Monitor,569,1,569
485,India,Tablet,1108,2,2216
486,US,Monitor,449,4,1796
487,India,Tablet,1042,3,3126
488,India,Tablet,686,4,2744
489,EU,Monitor,1312,2,2624
490,India,Tablet,483,1,483
491,EU,Laptop,770,2,1540
492,EU,Tablet,926,4,3704
493,EU,Laptop,715,1,715
494,India,Laptop,322,3,966
495,US,Laptop,1079,1,1079
496,India,Laptop,1397,1,1397
497,US,Monitor,225,4,900
498,India,Laptop,1319,1,1319
499,EU,Laptop,736,2,1472
500,India,Laptop,1005,3,3015
501,US,Laptop,1058,1,1058
502,India,Monitor,549,2,1098
503,EU,Phone,725,1,725
504,EU,Laptop,1145,2,2290
505,US,Tablet,589,1,589
506,India,Laptop,235,3,705
507,India,Phone,816,3,2448
508,US,Monitor,1160,4,4640
509,US,Laptop,997,4,3988
510,US,Phone,324,1,324
511,EU,Phone,1372,4,5488
512,EU,Phone,488,2,976
513,EU,Laptop,880,2,1760
514,EU,Tablet,759,3,2277
515,EU,Monitor,1136,1,1136
516,US,Tablet,999,1,999
517,EU,Monitor,528,3,1584
518,US,Tablet,548,3,1644
519,India,Laptop,1157,1,1157
520,India,Laptop,396,1,396
521,India,Monitor,1084,4,4336
522,US,Laptop,281,1,281
523,US,Laptop,280,2,560
524,EU,Tablet,672,1,672
525,US,Phone,630,1,630
526,US,Phone,712,1,712
527,EU,Tablet,234,1,234
528,US,Laptop,567,1,567
529,EU,Monitor,394,1,394
530,EU,Monitor,1423,1,1423
531,India,Phone,530,4,2120
532,US,Laptop,273,3,819
533,US,Tablet,893,3,2679
534,US,Monitor,227,1,227
535,India,Tablet,846,2,1692
536,US,Phone,1273,3,3819
537,India,Laptop,1100,3,3300
538,US,Laptop,694,4,2776
539,India,Phone,1444,2,2888
540,US,Phone,1221,3,3663
541,EU,Tablet,216,2,432
542,US,Monitor,1244,3,3732
543,US,Laptop,313,2,626
544,US,Monitor,555,2,1110
545,EU,Monitor,313,2,626
546,US,Laptop,1256,2,2512
547,India,Phone,358,3,1074
548,India,Monitor,820,1,820
549,India,Laptop,974,3,2922
550,EU,Laptop,824,1,824
551,EU,Laptop,1172,1,1172
552,India,Phone,1133,4,4532
553,EU,Tablet,1484,3,4452
554,US,Tablet,735,4,2940
555,EU,Monitor,449,2,898
556,India,Monitor,218,4,872
557,EU,Phone,1417,2,2834
558,EU,Monitor,954,3,2862
559,EU,Laptop,392,2,784
560,EU,Phone,448,2,896
561,India,Phone,380,4,1520
562,US,Monitor,881,2,1762
563,India,Monitor,499,2,998
564,US,Tablet,515,3,1545
565,EU,Laptop,1312,2,2624
566,US,Phone,546,1,546
567,US,Tablet,1445,3,4335
568,US,Monitor,794,4,3176
569,India,Tablet,735,2,1470
570,India,Monitor,869,2,1738
571,EU,Monitor,422,3,1266
572,India,Monitor,1043,2,2086
573,US,Monitor,889,2,1778
574,US,Monitor,737,3,2211
575,US,Phone,552,4,2208
576,India,Monitor,1297,2,2594
577,EU,Phone,379,3,1137
578,India,Phone,200,1,200
579,EU,Tablet,1171,3,3513
580,US,Phone,497,1,497
581,US,Phone,899,4,3596
582,EU,Tablet,1153,1,1153
583,US,Tablet,259,4,1036
584,US,Monitor,819,3,2457
585,India,Monitor,1122,2,2244
586,EU,Tablet,1056,1,1056
587,EU,Monitor,374,1,374
588,US,Laptop,635,2,1270
589,EU,Monitor,750,3,2250
590,EU,Tablet,845,1,845
591,EU,Monitor,972,2,1944
592,EU,Phone,1389,4,5556
593,US,Phone,292,2,584
594,EU,Monitor,705,4,2820
595,US,Laptop,411,4,1644
596,EU,Monitor,540,3,1620
597,India,Phone,1207,1,1207
598,EU,Tablet,220,2,440
599,India,Monitor,837,1,837
600,India,Laptop,1409,3,4227
601,India,Tablet,476,4,1904
602,EU,Monitor,492,3,1476
603,EU,Laptop,1007,1,1007
604,US,Monitor,1259,1,1259
605,EU,Tablet,1384,3,4152
606,India,Phone,815,1,815
607,US,Phone,1346,4,5384
608,India,Monitor,1130,4,4520
609,EU,Phone,1406,1,1406
610,EU,Monitor,1238,1,1238
611,EU,Phone,378,3,1134
612,India,Monitor,693,4,2772
613,EU,Phone,1319,2,2638
614,India,Phone,1447,2,2894
615,EU,Tablet,1134,4,4536
616,India,Tablet,718,3,2154
617,US,Laptop,1019,1,1019
618,US,Laptop,1169,3,3507
619,US,Laptop,1398,2,2796
620,US,Phone,228,1,228
621,India,Phone,879,3,2637
622,India,Monitor,1210,4,4840
623,US,Tablet,643,3,1929
624,India,Monitor,764,2,1528
625,India,Laptop,682,2,1364
626,US,Tablet,462,1,462
627,India,Monitor,1282,3,3846
628,India,Tablet,1354,2,2708
629,India,Tablet,1430,4,5720
630,India,Tablet,1083,3,3249
631,EU,Laptop,544,4,2176
632,US,Tablet,714,1,714
633,India,Tablet,1368,2,2736
634,India,Monitor,1021,4,4084
635,US,Tablet,1292,2,2584
636,EU,Monitor,1047,1,1047
637,US,Phone,200,4,800
638,US,Monitor,897,2,1794
639,EU,Monitor,264,2,528
640,EU,Phone,668,3,2004
641,EU,Monitor,612,3,1836
642,EU,Phone,717,1,717
643,EU,Laptop,1147,4,4588
644,India,Monitor,538,3,1614
645,EU,Monitor,447,4,1788
646,US,Laptop,425,2,850
647,India,Tablet,1068,2,2136
648,India,Monitor,1040,4,4160
649,EU,Monitor,1039,1,1039
650,EU,Phone,1128,3,3384
651,India,Laptop,1180,1,1180
652,India,Tablet,880,1,880
653,US,Tablet,630,4,2520
654,EU,Tablet,430,4,1720
655,India,Monitor,703,3,2109
656,India,Phone,266,3,798
657,EU,Tablet,675,1,675
658,India,Monitor,626,4,2504
659,US,Tablet,235,3,705
660,US,Laptop,1223,4,4892
661,US,Tablet,547,1,547
662,EU,Laptop,313,2,626
663,US,Laptop,1239,1,1239
664,US,Phone,702,4,2808
665,India,Monitor,554,4,2216
666,EU,Tablet,326,3,978
667,India,Laptop,1224,2,2448
668,EU,Tablet,349,2,698
669,EU,Laptop,823,4,3292
670,US,Phone,231,4,924
671,EU,Phone,996,3,2988
672,India,Phone,934,3,2802
673,India,Tablet,329,3,987
674,US,Phone,1115,4,4460
675,India,Phone,764,4,3056
676,EU,Laptop,366,2,732
677,India,Laptop,1366,1,1366
678,US,Monitor,895,3,2685
679,India,Monitor,1336,2,2672
680,EU,Phone,957,2,1914
681,EU,Tablet,1377,1,1377
682,US,Tablet,876,1,876
683,EU,Monitor,795,3,2385
684,EU,Laptop,1460,3,4380
685,US,Laptop,201,1,201
686,EU,Phone,1159,4,4636
687,India,Tablet,971,1,971
688,India,Monitor,418,4,1672
689,India,Monitor,867,3,2601
690,EU,Phone,575,1,575
691,EU,Monitor,204,4,816
692,EU,Monitor,895,4,3580
693,EU,Laptop,532,3,1596
694,EU,Monitor,1236,1,1236
695,US,Phone,676,1,676
696,US,Laptop,610,3,1830
697,EU,Phone,261,3,783
698,India,Monitor,224,2,448
699,US,Laptop,241,3,723
700,US,Laptop,673,2,1346
701,India,Phone,519,3,1557
702,India,Tablet,1444,3,4332
703,US,Tablet,915,1,915
704,US,Phone,1008,3,3024
705,US,Monitor,303,4,1212
706,India,Phone,293,1,293
707,US,Monitor,650,4,2600
708,India,Phone,1470,2,2940
709,India,Tablet,611,2,1222
710,India,Tablet,363,2,726
711,EU,Tablet,947,4,3788
712,India,Laptop,1246,3,3738
713,EU,Monitor,864,4,3456
714,EU,Tablet,1024,3,3072
715,EU,Tablet,1318,1,1318
716,EU,Laptop,367,2,734
717,India,Phone,986,2,1972
718,India,Tablet,1127,4,4508
719,US,Phone,322,3,966
720,India,Monitor,1145,2,2290
721,US,Monitor,978,1,978
722,EU,Laptop,1332,2,2664
723,EU,Phone,1394,3,4182
724,US,Tablet,888,1,888
725,EU,Phone,211,4,844
726,US,Monitor,316,1,316
727,EU,Monitor,855,2,1710
728,US,Phone,695,4,2780
729,India,Monitor,1315,3,3945
730,India,Phone,861,2,1722
731,EU,Laptop,1473,2,2946
732,India,Monitor,1198,1,1198
733,EU,Monitor,215,3,645
734,EU,Laptop,1050,4,4200
735,US,Laptop,1398,3,4194
736,EU,Laptop,744,2,1488
737,EU,Laptop,525,4,2100
738,India,Tablet,1027,1,1027
739,EU,Laptop,920,3,2760
740,EU,Monitor,438,1,438
741,EU,Tablet,440,4,1760
742,EU,Monitor,1128,2,2256
743,India,Laptop,571,4,2284
744,US,Tablet,1431,4,5724
745,EU,Tablet,1242,2,2484
746,India,Tablet,1411,2,2822
747,India,Monitor,1438,4,5752
748,US,Monitor,1436,4,5744
749,US,Laptop,483,4,1932
750,US,Monitor,1401,3,4203
751,EU,Laptop,1251,2,2502
752,US,Monitor,637,1,637
753,US,Phone,278,4,1112
754,EU,Laptop,519,3,1557
755,India,Laptop,487,4,1948
756,India,Tablet,948,2,1896
757,EU,Monitor,1035,1,1035
758,India,Laptop,413,1,413
759,US,Laptop,342,2,684
760,EU,Phone,531,1,531
761,US,Phone,1270,3,3810
762,India,Laptop,920,4,3680
763,EU,Monitor,1300,2,2600
764,EU,Monitor,1360,1,1360
765,India,Laptop,615,4,2460
766,EU,Laptop,783,2,1566
767,India,Tablet,1386,2,2772
768,India,Phone,1189,4,4756
769,US,Tablet,503,3,1509
770,India,Monitor,1064,2,2128
771,India,Monitor,552,1,552
772,EU,Laptop,990,4,3960
773,US,Tablet,520,1,520
774,EU,Monitor,341,2,682
775,EU,Tablet,780,2,1560
776,EU,Laptop,1241,1,1241
777,India,Tablet,1114,4,4456
778,US,Laptop,1367,2,2734
779,US,Monitor,802,3,2406
780,EU,Phone,1332,2,2664
781,EU,Laptop,606,1,606
782,India,Phone,1072,3,3216
783,US,Laptop,282,3,846
784,US,Phone,244,3,732
785,India,Phone,947,4,3788
786,India,Tablet,779,1,779
787,US,Laptop,1132,4,4528
788,EU,Phone,1000,1,1000
789,India,Laptop,341,3,1023
790,US,Phone,376,2,752
791,US,Laptop,559,2,1118
792,India,Monitor,1044,2,2088
793,EU,Tablet,716,4,2864
794,EU,Laptop,1323,3,3969
795,India,Tablet,1309,4,5236
796,US,Monitor,1040,3,3120
797,EU,Laptop,759,3,2277
798,India,Monitor,1123,2,2246
799,US,Monitor,1047,2,2094
800,India,Monitor,742,1,742
801,US,Monitor,1386,4,5544
802,US,Monitor,1236,1,1236
803,India,Monitor,799,2,1598
804,EU,Laptop,680,2,1360
805,EU,Laptop,1038,4,4152
806,EU,Phone,209,1,209
807,India,Monitor,1056,3,3168
808,US,Phone,328,4,1312
809,India,Phone,1062,3,3186
810,EU,Phone,497,3,1491
811,US,Tablet,1211,2,2422
812,EU,Laptop,383,4,1532
813,EU,Laptop,867,4,3468
814,US,Laptop,846,1,846
815,EU,Laptop,1120,4,4480
816,EU,Laptop,1173,3,3519
817,US,Laptop,1362,1,1362
818,US,Monitor,814,3,2442
819,India,Laptop,1199,1,1199
820,EU,Phone,1166,2,2332
821,US,Monitor,560,4,2240
822,India,Laptop,875,1,875
823,US,Tablet,1314,2,2628
824,India,Laptop,1041,2,2082
825,India,Tablet,1496,3,4488
826,US,Laptop,976,2,1952
827,EU,Phone,979,3,2937
828,EU,Tablet,1037,3,3111
829,EU,Phone,518,1,518
830,US,Monitor,375,4,1500
831,US,Phone,554,3,1662
832,US,Phone,709,1,709
833,India,Laptop,945,1,945
834,US,Phone,231,4,924
835,EU,Phone,659,4,2636
836,EU,Tablet,624,1,624
837,EU,Laptop,1084,3,3252
838,US,Phone,381,1,381
839,US,Monitor,1200,1,1200
840,EU,Tablet,1258,2,2516
841,US,Tablet,371,4,1484
842,India,Phone,652,1,652
843,EU,Tablet,1001,1,1001
844,US,Laptop,638,3,1914
845,US,Tablet,723,3,2169
846,US,Tablet,1327,4,5308
847,US,Monitor,880,2,1760
848,US,Phone,1242,1,1242
849,EU,Laptop,732,1,732
850,India,Monitor,372,1,372
851,EU,Laptop,271,1,271
852,EU,Phone,425,2,850
853,EU,Laptop,388,2,776
854,US,Tablet,1148,4,4592
855,US,Monitor,700,1,700
856,EU,Phone,293,3,879
857,US,Phone,1491,4,5964
858,US,Tablet,1068,4,4272
859,EU,Monitor,501,1,501
860,EU,Tablet,478,2,956
861,EU,Tablet,1152,2,2304
