order_id,region,product,price,quantity
107,EU,Monitor,1219,3
108,India,Phone,272,1
109,India,Monitor,1424,4
110,EU,Tablet,1454,4
111,US,Tablet,368,1
112,EU,Laptop,487,2
113,India,Laptop,704,4
114,India,Monitor,542,1
115,India,Monitor,1208,1
116,India,Monitor,1270,1
117,US,Laptop,1196,3
118,US,Phone,755,1
119,US,Monitor,1351,1
120,US,Laptop,287,4
121,India,Phone,1333,4
122,EU,Phone,988,1
123,India,Monitor,897,4
124,India,Monitor,1361,1
125,EU,Phone,1491,3
126,India,Laptop,625,4
127,US,Monitor,877,1
128,EU,Phone,697,3
129,India,Phone,461,3
130,India,Laptop,583,1
131,India,Tablet,1236,2
132,India,Monitor,1247,2
133,US,Monitor,1148,1
134,India,Laptop,822,1
135,EU,Tablet,1268,4
136,US,Tablet,913,3
137,India,Laptop,359,1
138,US,Phone,1195,4
139,India,Phone,1072,4
140,India,Monitor,639,2
141,EU,Monitor,1102,2
142,US,Phone,814,2
143,US,Phone,738,3
144,India,Tablet,617,4
145,EU,Phone,350,3
146,EU,Tablet,983,3
147,US,Monitor,745,1
148,US,Monitor,1208,1
149,EU,Laptop,538,2
150,US,Monitor,285,4
151,EU,Phone,1196,3
152,US,Phone,534,3
153,EU,Laptop,1290,3
154,US,Laptop,858,4
155,India,Phone,1215,4
156,India,Tablet,347,4
157,US,Monitor,1262,2
158,India,Monitor,1255,3
159,India,Monitor,810,4
160,EU,Tablet,457,1
161,EU,Laptop,1338,1
162,India,Phone,319,1
163,India,Laptop,558,4
164,India,Monitor,531,3
165,India,Phone,215,4
166,EU,Monitor,1267,4
167,US,Phone,999,1
168,US,Phone,1187,2
169,India,Tablet,647,3
170,US,Tablet,1007,3
171,US,Phone,313,4
172,US,Tablet,1403,4
173,EU,Monitor,818,4
174,EU,Laptop,284,4
175,EU,Phone,934,1
176,India,Phone,596,2
177,EU,Tablet,1219,4
178,US,Monitor,521,1
179,EU,Tablet,1216,3
180,India,Tablet,1438,1
181,EU,Monitor,1272,3
182,US,Monitor,876,3
183,India,Phone,488,1
184,EU,Monitor,616,1
185,India,Tablet,1186,3
186,India,Phone,332,1
187,US,Phone,1098,4
188,India,Tablet,829,4
189,US,Phone,375,4
190,US,Monitor,1011,1
191,EU,Laptop,644,2
192,India,Monitor,1023,1
193,India,Phone,1092,1
194,India,Tablet,1356,2
195,EU,Tablet,905,3
196,US,Phone,433,1
197,India,Phone,1449,4
198,US,Monitor,288,4
199,India,Tablet,1012,4
200,EU,Monitor,824,4
201,India,Laptop,276,4
202,EU,Monitor,1426,1
203,India,Monitor,1366,2
204,EU,Tablet,1275,1
205,India,Monitor,1010,3
206,US,Phone,704,3
207,EU,Tablet,740,1
208,EU,Tablet,1369,2
209,US,Phone,1073,2
210,EU,Tablet,445,4
211,US,Laptop,968,3
212,EU,Phone,215,4
213,EU,Laptop,674,2
214,India,Phone,941,2
215,EU,Tablet,294,2
216,US,Tablet,1268,3
217,US,Laptop,549,1
218,US,Phone,1437,1
219,India,Phone,567,4
220,EU,Laptop,646,4
221,US,Tablet,621,4
222,India,Monitor,832,3
223,EU,Tablet,1175,3
224,US,Tablet,406,3
225,EU,Monitor,1222,4
226,US,Laptop,289,3
227,EU,Tablet,257,4
228,India,Tablet,448,1
229,India,Monitor,999,2
230,US,Phone,1460,4
231,India,Phone,322,4
232,EU,Phone,253,1
233,US,Monitor,518,3
234,EU,Phone,633,2
235,India,Phone,1435,2
236,EU,Monitor,791,1
237,India,Tablet,700,1
238,India,Phone,440,3
239,US,Laptop,1405,2
240,India,Laptop,1409,1
241,US,Tablet,1224,2
242,India,Tablet,1193,3
243,US,Laptop,1316,1
244,India,Phone,801,2
245,India,Phone,725,3
246,US,Monitor,201,1
247,EU,Monitor,1430,1
248,India,Monitor,1093,3
249,EU,Laptop,374,4
250,US,Phone,269,4
251,US,Monitor,848,3
252,India,Tablet,666,1
253,US,Tablet,1001,2
254,US,Monitor,654,1
255,India,Laptop,744,2
256,US,Monitor,1136,3
257,EU,Monitor,950,4
258,US,Tablet,377,1
259,US,Monitor,726,4
260,India,Monitor,1380,1
261,EU,Tablet,502,4
262,US,Laptop,820,3
263,US,Phone,277,2
264,EU,Phone,718,4
265,EU,Phone,284,3
266,India,Laptop,355,4
267,India,Phone,437,1
268,India,Tablet,1297,2
269,India,Phone,1323,3
270,India,Tablet,855,3
271,US,Monitor,462,2
272,US,Monitor,767,2
273,US,Monitor,552,4
274,EU,Tablet,447,1
275,India,Phone,1333,3
276,India,Laptop,1001,4
277,India,Laptop,672,2
278,EU,Monitor,911,1
279,US,Tablet,1483,4
280,US,Laptop,1255,4
281,US,Phone,1124,3
282,India,Tablet,1063,1
283,EU,Tablet,558,2
284,India,Monitor,1386,2
285,India,Laptop,1102,1
286,EU,Tablet,621,3
287,US,Monitor,973,3
288,India,Phone,264,4
289,India,Phone,402,3
290,India,Phone,322,3
291,EU,Laptop,216,3
292,US,Laptop,1233,3
293,EU,Tablet,1399,4
294,US,Monitor,414,3
295,India,Monitor,515,3
296,India,Laptop,802,2
297,EU,Tablet,829,2
298,India,Monitor,1350,4
299,US,Monitor,698,3
300,US,Phone,1287,2
301,India,Laptop,858,2
302,EU,Laptop,1314,3
303,US,Laptop,1264,3
304,EU,Tablet,742,2
305,India,Monitor,561,4
306,US,Phone,830,3
307,US,Laptop,1098,1
308,India,Tablet,1368,3
309,US,Phone,591,1
310,US,Laptop,984,1
311,India,Phone,1129,3
312,EU,Tablet,510,3
313,US,Laptop,688,1
314,US,Phone,1267,4
315,US,Tablet,869,1
316,India,Tablet,326,3
317,EU,Phone,1058,4
318,EU,Laptop,866,2
319,EU,Phone,944,3
320,EU,Monitor,383,3
321,US,Monitor,687,3
322,US,Phone,261,3
323,India,Tablet,1030,4
324,EU,Tablet,696,4
325,EU,Tablet,845,1
326,US,Laptop,977,4
327,US,Phone,369,2
328,US,Tablet,530,3
329,US,Phone,850,1
330,India,Laptop,249,1
331,India,Tablet,848,4
332,India,Tablet,1048,2
333,US,Phone,1468,4
334,EU,Tablet,1053,1
335,India,Monitor,1048,1
336,EU,Monitor,1044,4
337,EU,Monitor,1408,1
338,US,Tablet,715,3
339,US,Laptop,1295,4
340,EU,Phone,405,3
341,India,Tablet,1268,1
342,US,Monitor,200,1
343,India,Laptop,1086,4
344,India,Phone,858,2
345,EU,Tablet,451,1
346,US,Tablet,699,3
347,EU,Monitor,1408,4
348,EU,Phone,1051,2
349,US,Laptop,1002,2
350,US,Tablet,607,3
351,India,Monitor,1047,3
352,US,Tablet,1450,2
353,US,Monitor,874,2
354,India,Phone,1289,1
355,EU,Tablet,236,3
356,EU,Laptop,663,3
357,US,Laptop,1229,4
358,EU,Monitor,1365,3
359,US,Monitor,585,2
360,EU,Tablet,604,3
361,EU,Monitor,513,4
362,EU,Laptop,1174,1
363,US,Laptop,1106,3
364,EU,Phone,528,1
365,US,Phone,440,2
366,India,Tablet,842,4
367,India,Monitor,241,2
368,US,Tablet,1152,1
369,US,Phone,945,1
370,EU,Tablet,598,3
371,India,Phone,879,1
372,India,Laptop,480,1
373,India,Monitor,628,1
374,India,Monitor,447,1
375,EU,Laptop,1317,2
376,US,Tablet,314,3
377,EU,Laptop,325,2
378,EU,Monitor,442,3
379,India,Monitor,721,2
380,US,Monitor,696,3
381,US,Phone,1471,1
382,EU,Phone,460,3
383,EU,Tablet,1306,1
384,US,Laptop,860,2
385,US,Tablet,434,1
386,US,Laptop,472,2
387,US,Tablet,484,3
388,EU,Tablet,964,1
389,EU,Monitor,1311,1
390,US,Tablet,1338,1
391,EU,Phone,1383,3
392,US,Phone,1313,4
393,India,Monitor,1446,1
394,India,Laptop,878,2
395,EU,Phone,624,2
396,EU,Monitor,741,4
397,US,Monitor,1300,1
398,US,Monitor,1305,4
399,US,Monitor,967,2
400,US,Phone,960,4
401,EU,Phone,216,1
402,EU,Tablet,392,2
403,US,Laptop,1324,1
404,EU,Laptop,514,2
405,India,Tablet,206,1
406,India,Laptop,650,2
407,India,Monitor,503,1
408,US,Monitor,880,4
409,EU,Phone,811,2
410,US,Phone,1417,4
411,US,Phone,657,2
412,US,Monitor,1171,1
413,US,Laptop,1445,2
414,US,Monitor,473,1
415,US,Laptop,698,1
416,EU,Laptop,246,3
417,EU,Laptop,1137,2
418,US,Phone,844,4
419,US,Phone,780,3
420,India,Phone,1055,3
421,EU,Monitor,347,4
422,EU,Phone,1131,2
423,EU,Tablet,1419,3
424,India,Tablet,867,3
425,India,Phone,864,2
426,US,Phone,827,2
427,EU,Phone,824,3
428,EU,Phone,619,2
429,US,Tablet,1375,4
430,EU,Monitor,1090,4
431,US,Phone,371,1
432,EU,Monitor,824,2
433,EU,Tablet,1392,1
434,US,Tablet,653,1
435,India,Laptop,1429,3
436,US,Phone,1323,4
437,India,Monitor,692,2
438,EU,Laptop,260,1
439,US,Phone,452,2
440,India,Laptop,665,4
441,EU,Phone,1417,1
442,US,Monitor,712,4
443,US,Laptop,1213,4
444,India,Phone,729,1
445,India,Phone,1475,1
446,India,Monitor,359,1
447,US,Monitor,473,1
448,EU,Tablet,693,4
449,India,Monitor,580,4
450,US,Phone,1150,2
451,EU,Laptop,1279,1
452,EU,Monitor,414,1
453,India,Laptop,997,4
454,US,Tablet,748,3
455,India,Phone,328,1
456,India,Monitor,988,3
457,US,Monitor,1118,3
458,India,Monitor,1014,4
459,EU,Monitor,1280,3
460,US,Tablet,1440,1
461,EU,Phone,472,3
462,US,Monitor,938,2
463,EU,Laptop,659,1
464,India,Phone,204,1
465,US,Phone,1165,2
466,EU,Monitor,327,1
467,US,Tablet,1331,4
468,India,Monitor,729,1
469,US,Laptop,1359,4
470,EU,Phone,269,4
471,EU,Tablet,1406,2
472,EU,Monitor,662,3
473,India,Tablet,1050,1
474,India,Phone,1144,2
475,India,Phone,606,1
476,EU,Phone,1161,2
477,EU,Tablet,969,1
478,US,Tablet,276,2
479,India,Tablet,1345,1
480,US,Monitor,1056,1
481,US,Laptop,1470,2
482,EU,Monitor,504,1
483,US,Phone,1137,2
484,EU,Monitor,569,1
485,India,Tablet,1108,2
486,US,Monitor,449,4
487,India,Tablet,1042,3
488,India,Tablet,686,4
489,EU,Monitor,1312,2
490,India,Tablet,483,1
491,EU,Laptop,770,2
492,EU,Tablet,926,4
493,EU,Laptop,715,1
494,India,Laptop,322,3
495,US,Laptop,1079,1
496,India,Laptop,1397,1
497,US,Monitor,225,4
498,India,Laptop,1319,1
499,EU,Laptop,736,2
500,India,Laptop,1005,3
501,US,Laptop,1058,1
502,India,Monitor,549,2
503,EU,Phone,725,1
504,EU,Laptop,1145,2
505,US,Tablet,589,1
506,India,Laptop,235,3
507,India,Phone,816,3
508,US,Monitor,1160,4
509,US,Laptop,997,4
510,US,Phone,324,1
511,EU,Phone,1372,4
512,EU,Phone,488,2
513,EU,Laptop,880,2
514,EU,Tablet,759,3
515,EU,Monitor,1136,1
516,US,Tablet,999,1
517,EU,Monitor,528,3
518,US,Tablet,548,3
519,India,Laptop,1157,1
520,India,Laptop,396,1
521,India,Monitor,1084,4
522,US,Laptop,281,1
523,US,Laptop,280,2
524,EU,Tablet,672,1
525,US,Phone,630,1
526,US,Phone,712,1
527,EU,Tablet,234,1
528,US,Laptop,567,1
529,EU,Monitor,394,1
530,EU,Monitor,1423,1
531,India,Phone,530,4
532,US,Laptop,273,3
533,US,Tablet,893,3
534,US,Monitor,227,1
535,India,Tablet,846,2
536,US,Phone,1273,3
537,India,Laptop,1100,3
538,US,Laptop,694,4
539,India,Phone,1444,2
540,US,Phone,1221,3
541,EU,Tablet,216,2
542,US,Monitor,1244,3
543,US,Laptop,313,2
544,US,Monitor,555,2
545,EU,Monitor,313,2
546,US,Laptop,1256,2
547,India,Phone,358,3
548,India,Monitor,820,1
549,India,Laptop,974,3
550,EU,Laptop,824,1
551,EU,Laptop,1172,1
552,India,Phone,1133,4
553,EU,Tablet,1484,3
554,US,Tablet,735,4
555,EU,Monitor,449,2
556,India,Monitor,218,4
557,EU,Phone,1417,2
558,EU,Monitor,954,3
559,EU,Laptop,392,2
560,EU,Phone,448,2
561,India,Phone,380,4
562,US,Monitor,881,2
563,India,Monitor,499,2
564,US,Tablet,515,3
565,EU,Laptop,1312,2
566,US,Phone,546,1
567,US,Tablet,1445,3
568,US,Monitor,794,4
569,India,Tablet,735,2
570,India,Monitor,869,2
571,EU,Monitor,422,3
572,India,Monitor,1043,2
573,US,Monitor,889,2
574,US,Monitor,737,3
575,US,Phone,552,4
576,India,Monitor,1297,2
577,EU,Phone,379,3
578,India,Phone,200,1
579,EU,Tablet,1171,3
580,US,Phone,497,1
581,US,Phone,899,4
582,EU,Tablet,1153,1
583,US,Tablet,259,4
584,US,Monitor,819,3
585,India,Monitor,1122,2
586,EU,Tablet,1056,1
587,EU,Monitor,374,1
588,US,Laptop,635,2
589,EU,Monitor,750,3
590,EU,Tablet,845,1
591,EU,Monitor,972,2
592,EU,Phone,1389,4
593,US,Phone,292,2
594,EU,Monitor,705,4
595,US,Laptop,411,4
596,EU,Monitor,540,3
597,India,Phone,1207,1
598,EU,Tablet,220,2
599,India,Monitor,837,1
600,India,Laptop,1409,3
601,India,Tablet,476,4
602,EU,Monitor,492,3
603,EU,Laptop,1007,1
604,US,Monitor,1259,1
605,EU,Tablet,1384,3
606,India,Phone,815,1
607,US,Phone,1346,4
608,India,Monitor,1130,4
609,EU,Phone,1406,1
610,EU,Monitor,1238,1
611,EU,Phone,378,3
612,India,Monitor,693,4
613,EU,Phone,1319,2
614,India,Phone,1447,2
615,EU,Tablet,1134,4
616,India,Tablet,718,3
617,US,Laptop,1019,1
618,US,Laptop,1169,3
619,US,Laptop,1398,2
620,US,Phone,228,1
621,India,Phone,879,3
622,India,Monitor,1210,4
623,US,Tablet,643,3
624,India,Monitor,764,2
625,India,Laptop,682,2
626,US,Tablet,462,1
627,India,Monitor,1282,3
628,India,Tablet,1354,2
629,India,Tablet,1430,4
630,India,Tablet,1083,3
631,EU,Laptop,544,4
632,US,Tablet,714,1
633,India,Tablet,1368,2
634,India,Monitor,1021,4
635,US,Tablet,1292,2
636,EU,Monitor,1047,1
637,US,Phone,200,4
638,US,Monitor,897,2
639,EU,Monitor,264,2
640,EU,Phone,668,3
641,EU,Monitor,612,3
642,EU,Phone,717,1
643,EU,Laptop,1147,4
644,India,Monitor,538,3
645,EU,Monitor,447,4
646,US,Laptop,425,2
647,India,Tablet,1068,2
648,India,Monitor,1040,4
649,EU,Monitor,1039,1
650,EU,Phone,1128,3
651,India,Laptop,1180,1
652,India,Tablet,880,1
653,US,Tablet,630,4
654,EU,Tablet,430,4
655,India,Monitor,703,3
656,India,Phone,266,3
657,EU,Tablet,675,1
658,India,Monitor,626,4
659,US,Tablet,235,3
660,US,Laptop,1223,4
661,US,Tablet,547,1
662,EU,Laptop,313,2
663,US,Laptop,1239,1
664,US,Phone,702,4
665,India,Monitor,554,4
666,EU,Tablet,326,3
667,India,Laptop,1224,2
668,EU,Tablet,349,2
669,EU,Laptop,823,4
670,US,Phone,231,4
671,EU,Phone,996,3
672,India,Phone,934,3
673,India,Tablet,329,3
674,US,Phone,1115,4
675,India,Phone,764,4
676,EU,Laptop,366,2
677,India,Laptop,1366,1
678,US,Monitor,895,3
679,India,Monitor,1336,2
680,EU,Phone,957,2
681,EU,Tablet,1377,1
682,US,Tablet,876,1
683,EU,Monitor,795,3
684,EU,Laptop,1460,3
685,US,Laptop,201,1
686,EU,Phone,1159,4
687,India,Tablet,971,1
688,India,Monitor,418,4
689,India,Monitor,867,3
690,EU,Phone,575,1
691,EU,Monitor,204,4
692,EU,Monitor,895,4
693,EU,Laptop,532,3
694,EU,Monitor,1236,1
695,US,Phone,676,1
696,US,Laptop,610,3
697,EU,Phone,261,3
698,India,Monitor,224,2
699,US,Laptop,241,3
700,US,Laptop,673,2
701,India,Phone,519,3
702,India,Tablet,1444,3
703,US,Tablet,915,1
704,US,Phone,1008,3
705,US,Monitor,303,4
706,India,Phone,293,1
707,US,Monitor,650,4
708,India,Phone,1470,2
709,India,Tablet,611,2
710,India,Tablet,363,2
711,EU,Tablet,947,4
712,India,Laptop,1246,3
713,EU,Monitor,864,4
714,EU,Tablet,1024,3
715,EU,Tablet,1318,1
716,EU,Laptop,367,2
717,India,Phone,986,2
718,India,Tablet,1127,4
719,US,Phone,322,3
720,India,Monitor,1145,2
721,US,Monitor,978,1
722,EU,Laptop,1332,2
723,EU,Phone,1394,3
724,US,Tablet,888,1
725,EU,Phone,211,4
726,US,Monitor,316,1
727,EU,Monitor,855,2
728,US,Phone,695,4
729,India,Monitor,1315,3
730,India,Phone,861,2
731,EU,Laptop,1473,2
732,India,Monitor,1198,1
733,EU,Monitor,215,3
734,EU,Laptop,1050,4
735,US,Laptop,1398,3
736,EU,Laptop,744,2
737,EU,Laptop,525,4
738,India,Tablet,1027,1
739,EU,Laptop,920,3
740,EU,Monitor,438,1
741,EU,Tablet,440,4
742,EU,Monitor,1128,2
743,India,Laptop,571,4
744,US,Tablet,1431,4
745,EU,Tablet,1242,2
746,India,Tablet,1411,2
747,India,Monitor,1438,4
748,US,Monitor,1436,4
749,US,Laptop,483,4
750,US,Monitor,1401,3
751,EU,Laptop,1251,2
752,US,Monitor,637,1
753,US,Phone,278,4
754,EU,Laptop,519,3
755,India,Laptop,487,4
756,India,Tablet,948,2
757,EU,Monitor,1035,1
758,India,Laptop,413,1
759,US,Laptop,342,2
760,EU,Phone,531,1
761,US,Phone,1270,3
762,India,Laptop,920,4
763,EU,Monitor,1300,2
764,EU,Monitor,1360,1
765,India,Laptop,615,4
766,EU,Laptop,783,2
767,India,Tablet,1386,2
768,India,Phone,1189,4
769,US,Tablet,503,3
770,India,Monitor,1064,2
771,India,Monitor,552,1
772,EU,Laptop,990,4
773,US,Tablet,520,1
774,EU,Monitor,341,2
775,EU,Tablet,780,2
776,EU,Laptop,1241,1
777,India,Tablet,1114,4
778,US,Laptop,1367,2
779,US,Monitor,802,3
780,EU,Phone,1332,2
781,EU,Laptop,606,1
782,India,Phone,1072,3
783,US,Laptop,282,3
784,US,Phone,244,3
785,India,Phone,947,4
786,India,Tablet,779,1
787,US,Laptop,1132,4
788,EU,Phone,1000,1
789,India,Laptop,341,3
790,US,Phone,376,2
791,US,Laptop,559,2
792,India,Monitor,1044,2
793,EU,Tablet,716,4
794,EU,Laptop,1323,3
795,India,Tablet,1309,4
796,US,Monitor,1040,3
797,EU,Laptop,759,3
798,India,Monitor,1123,2
799,US,Monitor,1047,2
800,India,Monitor,742,1
801,US,Monitor,1386,4
802,US,Monitor,1236,1
803,India,Monitor,799,2
804,EU,Laptop,680,2
805,EU,Laptop,1038,4
806,EU,Phone,209,1
807,India,Monitor,1056,3
808,US,Phone,328,4
809,India,Phone,1062,3
810,EU,Phone,497,3
811,US,Tablet,1211,2
812,EU,Laptop,383,4
813,EU,Laptop,867,4
814,US,Laptop,846,1
815,EU,Laptop,1120,4
816,EU,Laptop,1173,3
817,US,Laptop,1362,1
818,US,Monitor,814,3
819,India,Laptop,1199,1
820,EU,Phone,1166,2
821,US,Monitor,560,4
822,India,Laptop,875,1
823,US,Tablet,1314,2
824,India,Laptop,1041,2
825,India,Tablet,1496,3
826,US,Laptop,976,2
827,EU,Phone,979,3
828,EU,Tablet,1037,3
829,EU,Phone,518,1
830,US,Monitor,375,4
831,US,Phone,554,3
832,US,Phone,709,1
833,India,Laptop,945,1
834,US,Phone,231,4
835,EU,Phone,659,4
836,EU,Tablet,624,1
837,EU,Laptop,1084,3
838,US,Phone,381,1
839,US,Monitor,1200,1
840,EU,Tablet,1258,2
841,US,Tablet,371,4
842,India,Phone,652,1
843,EU,Tablet,1001,1
844,US,Laptop,638,3
845,US,Tablet,723,3
846,US,Tablet,1327,4
847,US,Monitor,880,2
848,US,Phone,1242,1
849,EU,Laptop,732,1
850,India,Monitor,372,1
851,EU,Laptop,271,1
852,EU,Phone,425,2
853,EU,Laptop,388,2
854,US,Tablet,1148,4
855,US,Monitor,700,1
856,EU,Phone,293,3
857,US,Phone,1491,4
858,US,Tablet,1068,4
859,EU,Monitor,501,1
860,EU,Tablet,478,2
861,EU,Tablet,1152,2
862,EU,Monitor,1272,2
863,US,Tablet,232,1
864,EU,Phone,1246,2
865,EU,Monitor,1193,2
866,EU,Tablet,220,1
867,EU,Laptop,530,4
868,EU,Laptop,1089,2
869,India,Monitor,557,4
870,US,Laptop,260,2
871,India,Laptop,846,3
872,US,Phone,788,3
873,US,Phone,502,2
874,US,Tablet,1179,4
875,EU,Monitor,1241,3
876,India,Laptop,1481,1
877,India,Phone,1247,4
878,EU,Monitor,546,2
879,India,Laptop,303,3
880,India,Monitor,606,3
881,US,Laptop,1015,2
882,EU,Phone,313,3
883,India,Phone,231,3
884,US,Phone,487,1
885,EU,Phone,1492,1
886,EU,Laptop,326,2
887,US,Tablet,1332,4
888,US,Laptop,601,1
889,US,Tablet,597,4
890,US,Monitor,1057,4
891,US,Monitor,494,3
892,EU,Laptop,247,2
893,India,Laptop,775,2
894,EU,Laptop,1109,3
895,EU,Phone,319,1
896,India,Laptop,286,1
897,India,Laptop,254,3
898,US,Laptop,1050,4
899,US,Phone,695,4
900,India,Monitor,1458,2
901,US,Monitor,1235,1
902,US,Tablet,969,2
903,US,Laptop,966,3
904,EU,Tablet,933,2
905,India,Phone,631,2
906,EU,Monitor,1236,3
907,India,Phone,1193,3
908,US,Laptop,987,1
909,India,Laptop,941,1
910,US,Tablet,719,1
911,EU,Tablet,1301,4
912,US,Laptop,241,1
913,India,Laptop,886,2
914,EU,Monitor,1477,2
915,India,Monitor,471,1
916,India,Phone,1243,2
917,India,Tablet,1450,4
918,EU,Phone,803,4
919,US,Tablet,914,3
920,India,Monitor,485,1
921,EU,Phone,1357,4
922,India,Tablet,1366,4
923,India,Monitor,1056,2
924,US,Monitor,387,2
925,US,Laptop,348,1
926,EU,Tablet,425,1
927,India,Laptop,564,2
928,US,Phone,768,3
929,India,Tablet,632,4
930,India,Tablet,883,4
931,India,Laptop,563,4
932,EU,Laptop,1102,3
933,US,Phone,1046,2
934,India,Monitor,300,2
935,India,Phone,780,1
936,EU,Monitor,1481,1
937,US,Phone,1229,3
938,US,Monitor,1428,4
939,India,Phone,579,2
940,India,Monitor,897,4
941,EU,Laptop,649,1
942,India,Phone,1058,4
943,EU,Monitor,487,2
944,India,Laptop,257,3
945,US,Tablet,1479,3
946,US,Laptop,563,4
947,EU,Phone,665,1
948,US,Laptop,548,2
949,EU,Phone,1152,3
950,US,Monitor,492,4
951,US,Monitor,214,1
952,US,Phone,1466,3
953,India,Tablet,832,3
954,India,Phone,706,1
955,EU,Phone,966,3
956,India,Laptop,725,2
957,India,Tablet,1055,3
958,India,Laptop,1020,1
959,EU,Monitor,594,4
960,India,Monitor,595,4
961,US,Laptop,813,4
962,India,Tablet,1335,1
963,EU,Laptop,513,4
964,US,Monitor,1315,1
965,EU,Phone,1005,4
966,India,Tablet,645,4
967,India,Phone,515,2
968,US,Laptop,463,4
969,EU,Phone,230,4
970,US,Laptop,259,1
971,US,Phone,712,1
972,India,Phone,380,4
973,India,Monitor,348,4
974,India,Phone,1155,3
975,US,Monitor,699,1
976,US,Laptop,958,1
977,US,Laptop,369,2
978,India,Tablet,1122,3
979,India,Laptop,360,4
980,India,Phone,901,1
981,India,Tablet,1428,4
982,EU,Tablet,728,3
983,India,Phone,865,1
984,India,Phone,822,3
985,India,Laptop,463,2
986,India,Tablet,405,1
987,India,Phone,325,4
988,US,Laptop,809,2
989,US,Tablet,1379,3
990,EU,Phone,1181,4
991,India,Phone,764,2
992,India,Tablet,1439,2
993,US,Monitor,1419,4
994,India,Laptop,1474,4
995,India,Monitor,492,3
996,India,Laptop,1037,3
997,India,Monitor,561,3
998,India,Laptop,973,3
999,EU,Monitor,532,1
1000,India,Tablet,1013,3
1001,EU,Laptop,1196,1
1002,EU,Laptop,942,2
1003,India,Phone,1186,4
1004,EU,Laptop,1269,3
1005,US,Monitor,518,3
1006,EU,Tablet,956,3
1007,EU,Laptop,519,4
1008,India,Phone,835,3
1009,EU,Monitor,1429,2
1010,India,Monitor,1082,3
1011,US,Monitor,1097,4
1012,EU,Laptop,539,1
1013,US,Laptop,301,2
1014,US,Monitor,839,1
1015,India,Tablet,477,4
1016,EU,Laptop,866,3
1017,India,Phone,1113,3
1018,India,Phone,1155,2
1019,US,Laptop,614,1
1020,US,Phone,513,2
1021,US,Phone,1273,1
1022,US,Tablet,1303,2
1023,EU,Tablet,1189,1
1024,EU,Monitor,999,1
1025,EU,Tablet,1155,4
1026,US,Tablet,1003,2
1027,US,Tablet,779,1
1028,US,Monitor,1167,2
1029,India,Laptop,571,1
1030,India,Laptop,1234,2
1031,India,Laptop,424,2
1032,US,Phone,951,2
1033,EU,Phone,622,1
1034,US,Tablet,892,4
1035,US,Laptop,1141,2
